ax,ay,az,accTotal,accChange,label
0.1997,-0.4136,0.0518,0.4622,0.0472,accident
0.4307,-0.3792,0.5503,0.7950,0.3328,accident
-1.7666,0.8755,0.0354,1.9720,1.1769,accident
1.9999,-1.5479,1.9999,3.2242,1.2522,accident
-1.2407,-0.1868,0.5623,1.3749,1.8493,accident
0.3508,-1.1614,0.4951,1.3104,0.0646,accident
-0.4077,-0.2068,0.2075,0.5021,0.8083,accident
0.3577,-1.0449,0.5920,1.2531,0.7511,accident
-1.2905,0.5725,0.1255,1.4174,0.1643,accident
1.9999,-1.9636,1.9999,3.4432,2.0258,accident
-1.8499,1.3962,-0.2690,2.3332,1.1100,accident
1.8545,-1.6760,1.9999,3.2012,0.8680,accident
-1.8110,1.3835,-0.2544,2.2932,0.9080,accident
1.0671,-1.1968,1.7349,2.3624,0.0692,accident
-1.4741,1.8296,-0.7478,2.4657,0.1033,accident
1.0378,-0.9697,1.7249,2.2344,0.2313,accident
-0.6577,0.3391,0.8662,1.1393,1.0952,accident
0.1663,-0.0701,0.9983,1.0145,0.1248,accident
-2.0000,0.3740,0.1104,2.0377,1.0232,accident
-0.0688,-0.5671,1.2434,1.3684,0.6693,accident
0.1038,0.1582,0.8215,0.8430,0.5253,accident
-1.4211,1.0386,0.3850,1.8018,0.9588,accident
1.9999,-1.1848,1.5662,2.8029,1.0011,accident
-0.3650,-0.0583,0.4763,0.6029,2.2000,accident
0.2407,-2.0000,0.6829,2.1270,1.5241,accident
-0.5181,0.4160,-0.1040,0.6725,1.4545,accident
-0.6184,-1.5811,0.8560,1.9013,1.2288,accident
-0.3762,0.2981,0.0879,0.4880,1.4133,accident
-0.8977,-1.4771,0.5852,1.8248,1.3369,accident
-0.0769,-0.0388,0.5349,0.5418,1.2830,accident
-0.8198,-0.4434,0.0847,0.9359,0.3941,accident
-0.0505,-0.0620,0.4495,0.4565,0.4793,accident
-1.0349,-0.5874,0.2693,1.2201,0.7636,accident
0.0901,0.8298,0.5291,0.9882,0.2318,accident
-0.4983,-0.0293,0.5771,0.7631,0.2252,accident
-0.0503,-0.0283,0.5652,0.5681,0.1949,accident
-0.6562,0.4121,-0.1187,0.7839,0.2158,accident
-0.1882,-0.4109,1.1763,1.2601,0.4762,accident
-0.3958,0.2202,0.8516,0.9645,0.2956,accident
0.0906,-0.3052,1.2002,1.2417,0.2772,accident
-0.1370,0.1829,0.5522,0.5976,0.6441,accident
-0.4441,0.0732,0.3364,0.5619,0.0357,accident
-0.0571,-0.4316,0.7485,0.8660,0.3040,accident
-1.0559,0.9822,-0.4331,1.5057,0.6398,accident
-0.1558,-0.6160,1.5071,1.6355,0.1298,accident
-1.1802,1.7039,-0.2000,2.0823,0.4468,accident
0.1809,-0.7991,1.8716,2.0431,0.0392,accident
-0.2397,0.2720,0.8872,0.9584,1.0846,accident
0.0537,-0.1038,0.8401,0.8482,0.1103,accident
-0.6360,0.6289,0.1980,0.9161,0.0679,accident
1.5032,-1.6895,1.7361,2.8509,1.9348,accident
-0.4043,0.4058,0.0737,0.5775,2.2734,accident
1.1746,-1.8652,1.7117,2.7908,2.2133,accident
0.3149,-0.2446,0.3794,0.5504,2.2404,accident
-2.0000,0.4856,-0.1643,2.0647,1.5142,accident
0.4163,-0.8706,0.9709,1.3689,0.6957,accident
-0.1367,0.6431,1.4121,1.5577,0.1887,accident
1.3037,-2.0000,1.4165,2.7760,1.2183,accident
0.0513,-0.3218,0.5427,0.6330,2.1430,accident
-0.2429,-1.1482,0.1140,1.1791,0.5461,accident
0.1343,-0.5833,0.5937,0.8431,0.3361,accident
-0.6899,-0.6013,-0.3997,0.9987,0.1556,accident
0.3103,-1.0159,0.4502,1.1537,0.1550,accident
-1.3982,1.4624,-0.1829,2.0315,0.8778,accident
0.6379,-1.5181,0.6724,1.7786,0.2529,accident
-1.5256,1.9999,-0.4661,2.5582,0.7796,accident
0.2517,-1.3894,0.4912,1.4950,1.0632,accident
-1.0088,0.8987,-0.4055,1.4106,0.0844,accident
-0.1631,-0.8513,0.5955,1.0516,0.3590,accident
-0.7881,0.6301,0.3337,1.0628,0.0112,accident
0.7720,-0.8286,0.9666,1.4889,0.4261,accident
0.3682,0.0723,0.6499,0.7504,0.7385,accident
-2.0000,0.1199,0.7273,2.1315,1.3811,accident
1.9999,-1.0112,1.4456,2.6668,0.5353,accident
-2.0000,0.1289,0.7158,2.1281,0.5387,accident
1.9999,-0.2209,1.0330,2.2618,0.1336,accident
-1.0452,-0.4292,0.5530,1.2579,1.0038,accident
0.1243,-0.2249,0.7664,0.8083,0.4496,accident
-0.0825,-0.0310,0.9446,0.9487,0.1404,accident
-0.2351,-0.1973,1.0298,1.0745,0.1259,accident
0.0557,-0.1194,0.9763,0.9852,0.0894,accident
-0.1243,-0.2029,1.0847,1.1105,0.1253,accident
-0.1946,-0.1426,0.9321,0.9628,0.1477,accident
-0.1558,-0.1150,0.8955,0.9162,0.0466,accident
-0.1069,-0.1523,0.9861,1.0035,0.0873,accident
-0.1003,-0.1670,0.9902,1.0092,0.0057,accident
-0.1140,-0.1382,0.9468,0.9636,0.0456,accident
-0.1628,-0.1548,0.9602,0.9861,0.0226,accident
-0.1389,-0.1580,0.9709,0.9935,0.0073,accident
-0.1201,-0.1719,0.9624,0.9850,0.0085,accident
-0.1497,-0.1375,0.9373,0.9590,0.0260,accident
-0.1580,-0.1450,0.9539,0.9777,0.0186,accident
-0.1658,-0.1101,0.9341,0.9550,0.0226,accident
-0.2021,-0.0786,0.9016,0.9273,0.0277,accident
-0.3757,-0.1179,0.9692,1.0462,0.1189,accident
-0.3643,0.0237,1.0313,1.0939,0.0478,accident
-0.2222,0.0996,0.8723,0.9057,0.1883,accident
