ax,ay,az,accTotal,accChange,label
0.7759,0.5493,0.7549,1.2139,0.1263,normal
0.4946,0.5950,0.6423,1.0056,0.2083,normal
0.3379,0.4678,0.6514,0.8702,0.1354,normal
0.5261,0.2688,0.9688,1.1347,0.2645,normal
0.3464,0.0850,1.0515,1.1104,0.0243,normal
0.6685,0.3049,1.0935,1.3174,0.2070,normal
0.2185,0.1655,0.8862,0.9277,0.3898,normal
-0.1909,0.3816,0.7622,0.8735,0.0541,normal
-0.3401,0.0808,0.8809,0.9477,0.0742,normal
0.7708,0.2600,1.3142,1.5456,0.5979,normal
0.6475,0.1216,1.0471,1.2371,0.3085,normal
0.5632,0.2209,0.9524,1.1283,0.1088,normal
-0.2827,0.2754,0.8862,0.9701,0.1582,normal
-0.1370,0.5427,0.9321,1.0873,0.1171,normal
0.1011,0.7039,0.9802,1.2110,0.1237,normal
0.5725,0.7625,1.3274,1.6343,0.4234,normal
0.1917,0.2288,-0.1389,0.3292,1.3052,normal
0.6455,0.5457,-0.2971,0.8959,0.5668,normal
0.7195,0.7085,-0.1619,1.0227,0.1267,normal
0.7429,0.4219,0.3872,0.9380,0.0847,normal
0.2393,0.1714,0.9700,1.0136,0.0756,normal
0.0979,0.0833,1.2117,1.2185,0.2048,normal
0.0769,0.1140,0.9707,0.9804,0.2381,normal
-0.2034,0.1890,0.8792,0.9219,0.0585,normal
-0.2827,0.2634,1.0151,1.0862,0.1643,normal
-0.4346,0.2256,0.9250,1.0466,0.0396,normal
-0.3062,0.1975,0.9160,0.9858,0.0608,normal
-0.0020,0.3237,1.2039,1.2466,0.2608,normal
-0.2979,0.2495,0.9646,1.0399,0.2067,normal
-0.3296,0.1682,0.9175,0.9893,0.0506,normal
-0.3196,0.1721,0.9204,0.9894,0.0001,normal
-0.3254,0.1729,0.9180,0.9892,0.0002,normal
-0.3162,0.1724,0.9165,0.9847,0.0045,normal
-0.3174,0.1765,0.9192,0.9883,0.0036,normal
-0.3179,0.1748,0.9114,0.9809,0.0074,normal
-0.3164,0.1748,0.9155,0.9843,0.0034,normal
-0.3271,0.1804,0.9172,0.9904,0.0061,normal
-0.3118,0.1895,0.9133,0.9835,0.0069,normal
-0.3171,0.1838,0.9172,0.9878,0.0043,normal
-0.3198,0.1873,0.9131,0.9854,0.0023,normal
-0.3083,0.1707,0.9236,0.9885,0.0031,normal
-0.3137,0.1787,0.9167,0.9853,0.0033,normal
-0.3228,0.1653,0.9138,0.9831,0.0022,normal
-0.3171,0.1755,0.9065,0.9763,0.0069,normal
-0.3254,0.1599,0.9194,0.9884,0.0121,normal
-0.3296,0.1519,0.9121,0.9816,0.0067,normal
-0.3367,0.1467,0.9170,0.9878,0.0062,normal
-0.3228,0.1575,0.9172,0.9850,0.0028,normal
-0.3286,0.1528,0.9192,0.9881,0.0030,normal
-0.3330,0.1646,0.9160,0.9885,0.0004,normal
-0.3264,0.1519,0.9141,0.9824,0.0061,normal
-0.3296,0.1541,0.9126,0.9824,0.0000,normal
-0.3193,0.1633,0.9187,0.9862,0.0038,normal
-0.3362,0.1479,0.9185,0.9892,0.0029,normal
-0.3376,0.1487,0.9204,0.9916,0.0024,normal
-0.3240,0.1626,0.9133,0.9826,0.0090,normal
-0.3220,0.1611,0.9077,0.9765,0.0061,normal
-0.3298,0.1470,0.9131,0.9819,0.0054,normal
-0.3210,0.1599,0.9031,0.9717,0.0102,normal
-0.3135,0.1704,0.9048,0.9726,0.0009,normal
-0.3171,0.1746,0.9080,0.9775,0.0049,normal
-0.3213,0.1770,0.9128,0.9838,0.0063,normal
-0.3240,0.1753,0.9224,0.9932,0.0094,normal
-0.3386,0.1333,0.9226,0.9918,0.0014,normal
-0.3169,0.1582,0.9097,0.9762,0.0156,normal
-0.3320,0.1548,0.9119,0.9827,0.0065,normal
-0.3308,0.1460,0.9153,0.9841,0.0014,normal
-0.3430,0.1382,0.9165,0.9883,0.0042,normal
-0.3345,0.1462,0.9175,0.9874,0.0009,normal
-0.3281,0.1436,0.9180,0.9854,0.0021,normal
-0.3289,0.1465,0.9165,0.9847,0.0007,normal
-0.3330,0.1426,0.9177,0.9866,0.0020,normal
-0.3315,0.1443,0.9131,0.9821,0.0046,normal
-0.3352,0.1479,0.9089,0.9800,0.0021,normal
-0.3281,0.1504,0.9104,0.9793,0.0007,normal
-0.3323,0.1433,0.9121,0.9813,0.0019,normal
-0.3308,0.1479,0.9180,0.9869,0.0056,normal
-0.3333,0.1418,0.9167,0.9857,0.0012,normal
-0.3240,0.1582,0.9087,0.9776,0.0081,normal
-0.3367,0.1394,0.9177,0.9874,0.0098,normal
-0.3225,0.1489,0.9197,0.9859,0.0015,normal
-0.3320,0.1370,0.9070,0.9755,0.0104,normal
-0.3281,0.1445,0.9187,0.9862,0.0107,normal
-0.3333,0.1421,0.9209,0.9896,0.0034,normal
-0.3428,0.1316,0.9182,0.9889,0.0007,normal
-0.3345,0.1394,0.9153,0.9844,0.0045,normal
-0.3237,0.1584,0.9158,0.9841,0.0003,normal
-0.3137,0.1692,0.9143,0.9813,0.0028,normal
-0.3264,0.1428,0.9150,0.9820,0.0006,normal
-0.3201,0.1592,0.9165,0.9837,0.0018,normal
-0.3198,0.1606,0.9175,0.9848,0.0011,normal
-0.3262,0.1519,0.9082,0.9769,0.0079,normal
0.1460,0.6699,1.2021,1.3839,0.4071,normal
-0.3894,0.2810,1.3276,1.4118,0.0279,normal
-0.1670,0.1431,1.0701,1.0924,0.3194,normal
0.2356,0.1387,0.9011,0.9417,0.1508,normal
0.0178,0.1995,0.6157,0.6475,0.2942,normal
0.1560,-0.2568,0.7883,0.8437,0.1962,normal
0.6228,-0.1755,0.8696,1.0840,0.2403,normal
0.5872,-0.1445,0.9211,1.1019,0.0179,normal
0.2925,0.2068,0.7070,0.7926,0.3093,normal
0.0090,0.3818,0.9109,0.9877,0.1951,normal
-0.0979,0.5679,0.6821,0.8930,0.0948,normal
-0.1526,0.6104,0.8853,1.0860,0.1931,normal
-0.1636,0.6226,0.8962,1.1034,0.0174,normal
-0.2021,0.5408,0.7837,0.9734,0.1301,normal
-0.3276,0.5649,0.6995,0.9569,0.0164,normal
-0.3262,0.5681,0.7070,0.9639,0.0069,normal
-0.2776,0.5786,0.7256,0.9687,0.0048,normal
-0.2637,0.5576,0.7341,0.9589,0.0098,normal
-0.2974,0.5571,0.7510,0.9812,0.0224,normal
-0.2871,0.5652,0.7549,0.9858,0.0045,normal
-0.2673,0.5618,0.7524,0.9763,0.0094,normal
-0.2744,0.5579,0.7620,0.9834,0.0071,normal
-0.2771,0.5613,0.7712,0.9933,0.0099,normal
-0.2842,0.5564,0.7576,0.9820,0.0113,normal
-0.2771,0.5559,0.7610,0.9823,0.0003,normal
-0.2744,0.5581,0.7644,0.9854,0.0031,normal
-0.2668,0.5562,0.7629,0.9811,0.0043,normal
-0.2642,0.5591,0.7629,0.9821,0.0009,normal
-0.2615,0.5542,0.7637,0.9791,0.0029,normal
-0.2908,0.5554,0.7688,0.9920,0.0129,normal
-0.2910,0.5615,0.7634,0.9914,0.0006,normal
-0.2827,0.5542,0.7588,0.9812,0.0101,normal
-0.2632,0.5562,0.7554,0.9742,0.0070,normal
-0.2764,0.5603,0.7668,0.9891,0.0149,normal
-0.2781,0.5659,0.7717,0.9966,0.0074,normal
-0.2959,0.5474,0.7463,0.9717,0.0249,normal
-0.2893,0.5562,0.7656,0.9895,0.0178,normal
-0.2715,0.5640,0.7544,0.9802,0.0093,normal
-0.2981,0.5447,0.7456,0.9703,0.0100,normal
-0.2676,0.5632,0.7761,0.9956,0.0253,normal
-0.2771,0.5525,0.7444,0.9675,0.0280,normal
-0.3013,0.5574,0.7488,0.9809,0.0133,normal
-0.2822,0.5544,0.7524,0.9763,0.0045,normal
-0.2932,0.5530,0.7512,0.9778,0.0015,normal
-0.2891,0.5645,0.7683,0.9962,0.0184,normal
-0.2727,0.5540,0.7524,0.9733,0.0229,normal
-0.2849,0.5562,0.7546,0.9798,0.0064,normal
-0.2844,0.5557,0.7554,0.9799,0.0001,normal
-0.2800,0.5508,0.7607,0.9801,0.0001,normal
-0.2871,0.5564,0.7520,0.9785,0.0016,normal
-0.2893,0.5513,0.7581,0.9809,0.0025,normal
-0.2825,0.5603,0.7551,0.9818,0.0009,normal
-0.2805,0.5537,0.7664,0.9862,0.0044,normal
-0.2827,0.5530,0.7434,0.9687,0.0175,normal
-0.3008,0.5525,0.7476,0.9770,0.0083,normal
-0.2798,0.5500,0.7693,0.9862,0.0092,normal
-0.2795,0.5542,0.7524,0.9754,0.0108,normal
-0.2744,0.5642,0.7468,0.9754,0.0000,normal
-0.2900,0.5605,0.7578,0.9862,0.0108,normal
-0.2842,0.5537,0.7517,0.9759,0.0103,normal
-0.2859,0.5576,0.7725,0.9947,0.0187,normal
-0.2742,0.5564,0.7656,0.9854,0.0093,normal
-0.3020,0.5474,0.7380,0.9672,0.0181,normal
-0.2800,0.5574,0.7620,0.9847,0.0175,normal
-0.2888,0.5642,0.7727,0.9994,0.0147,normal
-0.3054,0.5369,0.7422,0.9656,0.0338,normal
-0.2944,0.5461,0.7454,0.9698,0.0042,normal
-0.2935,0.5464,0.7510,0.9740,0.0042,normal
-0.2832,0.5637,0.7759,1.0000,0.0260,normal
-0.2908,0.5500,0.7432,0.9692,0.0308,normal
-0.2798,0.5547,0.7615,0.9828,0.0135,normal
-0.2825,0.5613,0.7703,0.9940,0.0113,normal
-0.2930,0.5527,0.7607,0.9849,0.0091,normal
-0.2954,0.5574,0.7551,0.9839,0.0010,normal
-0.2852,0.5496,0.7646,0.9839,0.0001,normal
-0.2905,0.5540,0.7507,0.9772,0.0067,normal
-0.2864,0.5659,0.7625,0.9918,0.0146,normal
-0.2896,0.5623,0.7654,0.9929,0.0011,normal
-0.2954,0.5754,0.7957,1.0254,0.0325,normal
-0.2761,0.5896,0.7764,1.0132,0.0122,normal
-0.2502,0.5864,0.6438,0.9061,0.1071,normal
-0.2405,0.6006,0.6035,0.8847,0.0213,normal
-0.3027,0.6448,0.7109,1.0064,0.1216,normal
